rate,comment
width: 60%;,"Hình thức máy ổn. Dung tích 3L hơi to so với nhu cầu của gia đình mình (3 người lớn +1 em bé). Mình sử dụng bột baker choice, men Mauri, làm theo đúng công thức hướng dẫn. Thời gian cho nguyên liệu hết khoảng 20 phút, đợi thêm khoảng 3 giờ là có bánh. Bánh ăn tàm tạm, không ngon như bánh mua siêu thị. Được cái nguyên liệu bảo đảm, không có chất bảo quản."
width: 60%;,"Máy nhỏ gọn gàng, tiện lợi, nhưng chất lượng vỏ không giòn đều so với nướng lò to, duột hơi bị đặc. Ngoài ra chức năng nhào bột cần phải cho nhiều bột, iduoiws 300g thì khong nhào đc"
width: 60%;,Sao mình hẹn giờ mà máy kg tự ngắt vậy?mình thử mFấy lần rồi
width: 60%;,"Lòng lò nhỏ hơn so với dung tích 20l, phù hợp gd nhỏ và bme già"
width: 60%;,"mua về nhưng bận. lâu nay mới mang ra sử dụng. sau 2 ngày bắt đầu thấy những vấn đề sau. 

máy k biết phải hàng chính hãng hay không nhưng logo con mèo mạ kim loại phía trước hoàn toàn khác ảnh quảng cáo, những người mua trước cũng đều thấy vậy. kể cả logo h2o cũng k có.

máy có các chế độ phun và đèn như giới thiệu, hoàn toàn okie, nhưng k hiểu sao dùng vài ba tiếng thì tự động tắt, không phun nữa, cho dù là nước còn trong máy còn rất nhiều. đọc lại thông tin quảng cáo thì máy có thể hoạt động gần cả ngày. nên k biết là do máy hay do mình k biết cách sử dụng, dù đã đọc đi đọc lại tờ hướng dẫn nhiều lần.

trên thân máy k hề có bất kỳ thông tin sp hay nsx nào, nên mình càng nghi ngờ về nguồn gốc của máy. mong tiki kiểm tra xem thế nào và có câu trả lời để mình yên tâm sd."
width: 60%;,"Tiki cho hỏi mình cấm điện vô chỉ lên đèn k có phun sương vậy làm sao ạ,hay hàng bị lỗi"
width: 60%;,"máy công suất lớn, ép nhanh. tuy nhiên máy hơi ồn và ép chưa kiệt bã"
width: 60%;,Bật máy lên rú rất to. Cứ một lúc lại rú lên. Tạm được!!!
width: 60%;,Khá ổn luôn
width: 60%;,
width: 60%;,"Lúc nấu vòng quay không đều, thi thoảng phát ra tiếng kêu lạ"
width: 60%;,
width: 60%;,Mình đặt hàng giá 899k. Đã giao hàng nhưng khi kiểm tra thì thấy đĩa thủy tinh đã bị vỡ (có vẻ đã vỡ khi đóng gói vì những mảnh vỡ đã gói cẩn thận). Vậy TiKi có giao hàng lại cho mình không?
width: 60%;,"Bếp tôi bị lỗi không đánh lửa đuọc, tôi muốn bảo hành như thế nào! vangoc@yahoo.com"
width: 60%;,"Bếp tôi bị lỗi không đánh lửa đuọc, tôi muốn bảo hành như thế nào! vangoc@yahoo.com"
width: 60%;,"Hàng nhận về mới, đầy đủ phụ kiện, đã nướng thử một số món cảm thấy nhiệt độ hơi cao nên phải giảm đi so với sách hướng dẫn, không có chế độ nướng 1 mặt nên nhiều khi mặt trên thì chín mà mặt dưới thì vẫn còn chưa chín, đáng chú ý là vài lần đang nướng tự nhiên nhảy nhiệt độ và thời gian so với setup ban đầu nên nếu ko canh chừng để ý thì đồ ăn sẽ bị hỏng, nướng bánh không đc ngon như nướng đồ ăn."
width: 60%;,Giao bị thiếu phụ kiện . Yêu cầu gọi lại giao bổ sung. Giao thiếu trục quay đơn hàng giao về quảng bình.
width: 60%;,"quạt e nhận đc hok có 2 cái sừng z ạ.
z chẳng phải ko giống hình sao???"
width: 60%;,Sp về cơ bản chưa có lỗi j song để nấu món ngon cần nhiều thời gian để có kinh nghiệm
width: 60%;,"Ưu điểm: rửa dễ, lắp đặt dễ. 

Nhược điểm: ép được quá ít nước, so với máy Panasonic mình xài thì lượng nước đc tầm 3/4, bã vẫn đầy nước và không nhuyễn."
width: 60%;,giao hàng thiếu dụng cụ tháo trục quay (dụng cụ số 9)
width: 60%;,
width: 60%;,"Điểm cộng là cảm quan thiết kế đẹp mắt. Điểm trừ; khi mở  lớp bọc của TiKi băng keo thùng đã mở, túi bóng bọc nồi bên trong đã bị rách như xé ra.
Lòng nồi 5 lớp nhưng mỏng. Nồi không có chổ chứa nước đọng, thành ra mở nắp nước chảy xuống thành nồi phải lấy dẻ lau. Ko đọc kỷ nên nhận mới biết nồi không kèm xửng hấp."
width: 60%;,nồi ko có chỗ thoát nước rất bất tiện . nấu cơm ko đc ngon lắm. đc cái mỗi hình thức đẹp
width: 60%;,"Nồi chỉ đẹp thôi,nấu cơm bị cháy k ngon k có xửng hấp"
width: 60%;,"thấy nhiều trang đánh giá sp này cơm nấu ra rất ngon, mình cũng chưa dùng dòng khác để có sự so sánh,nhưng theo cảm nhận cá nhân hạt cơm dẻo mềm, cơm nấu xong tầm 4-5h chỉ ở mức độ ấm, không còn nhiều hơi nóng. nấu 60p mới chín, nếu nấu xong ăn liền thì vẫn chưa rút  hết nước. tầm 2h sau khi nấu thì ăn là vừa"
width: 60%;,"m nấu chế độ nấu thường white rice mà 30p đã thấy báo cơm chín nhảy sang nút hâm rồi. mà thấy mọi ng nhận xét là nấu cơm từ 45-50p . sao nồi m mua lại nấu chín nhanh vậy nhỉ. k thấy ngâm gạo trc khi nấu. m bật cook, thì khoảng 5-7p sau là nước sôi rồi. hay nồi của m bị sao ah. ai dùng rồi cho m xin ý kiến với"
width: 60%;,"mình mua hàng ngày 20/3/2018 đến hnay mới sử dụng vì mình sắm sửa cho nhà mới, lúc nhận hàng có xem sản phẩm chỉ kiểm tra xem có trầy hay ntn k r cất lại vô thùng. hnay xem thì nhìn cái nắp đóng lại vô khớp nhưng hơi hở ( k biết khoảng cách hở đó là đúng hay do lỗi sp )"
width: 60%;,"1. Nồi.cơm nấu rất ngon, kiểu dáng đẹp đáng tiền
2. Nhân viên giao hàng cực tệ, còn hơn cha mẹ mình: nào là yêu cầu mình phải ra chỗ bạn đó cách 2km để lấy hàng, nào là yêu cầu chứng minh nhân dân của người tặng nồi cơm cho mình.... Sau khi mình có ý kiến về thái độ nhân viên đến giờ vẫn chưa giải quyết xong, gây rất nhiều phiền phức, đến giờ hậu quả của việc giao hàng đó mình vẫn chưa được tiki khắc phục. Các bạn mua hàng nên lưu ý vấn đề này"
width: 60%;,"Nhìn chung thì máy hút khá khoẻ , máy chạy êm , độ ồn thấp , có điều bàn hút bụi thiết kế 2 miếng cao su dưới đáy nên khi đẩy hơi nặng , không được linh hoạt . Bộ lọc bụi phía sau không tháo ra vệ sinh được vì vậy nếu hút lâu ngày bụi bám nhiều thì không biết phải làm thế nào ."
width: 60%;,"Mình mới nhận được sản phẩm hôm nay.
 Kiểm tra thấy không giống của bạn mình mua. 
 Mình thấy mâm điện không giống. 
Tiki kiểm tra giúp mình nhá.
 Xin cảm ơn."
width: 60%;,"dear Tiki, 
xin hãy hỗ trợ vì máy hút bụi sau thời gian hoạt động bình thường giờ không hút đươhc bụi nữa dù điện vẫn hoạt động và máy vẫn kêu. xin cảm ơn"
width: 60%;,"mình đã mua và sử dụng được khoảng 6 tháng. lòng nồi dày dặn, nấu cơm hơi lâu nhưng ngon. nấu cháo nhừ. chỉ có phần dây cắm là lỏng lẻo ở phần dây với đầu cắm ở thân nồi. nói chung là tốt."
width: 60%;,"Vừa nhận hàng, nồi đẹp. Nhưng dây cắm điện đen, cắm vào nồi, day quá lỏng, rơi ra. Tiki đổi dây khác cho tôi"
width: 60%;,"Hàng chính hãng, nhân viên tiki và đóng gói chuyên nghiệp, cho kiểm hàng. Mình ít sử dụng nên thấy chưa gặp vđề gì. Khi nhận mình ktra k kỹ sau đó thấy phần nối phiá trên k khít nên k được hài lòng. Mình rât thường xuyên mua đồ điện tử của tiki. Các bạn mua nhớ ktra kỹ hàng nhé"
width: 60%;,"Lò này xài cũng tạm được, nhiệt không đều lắm, đúng là tiền nào của đó, xài được 7 tháng đã bị cháy giờ phải đem đi bảo hành. Nói chung có tiền nên mua hàng tốt tốt xíu, tôi không ưng sản phẩm này lắm"
width: 60%;,"Chất lượng của shap thì ko phải bàn, tuy nhiên, vòng nhựa trong lò bị nứt gãy, vẫn dùng được nhưng rất khó chịu vì đây ko phải do lỗi vận chuyển."
width: 60%;,Sản phẩm vừa mở ra đã không hoạt động được. Gọi lên tổng đài có người đến lấy về và đổi cái mới. Nhưng không thấy có nhân viên nào hỏi lý do hay nói gì về chuyện này.
width: 60%;,"thái độ nhân viên giao hàng kg tốt, kg nhiêt tình."
width: 60%;,Làm mỗi mẻ 12 hũ bị 3-4 hũ ko đặc đc. Ko hiểu nguyên nhân.
width: 60%;,"Hủ thủy tinh dày chắc chắn, tuy nhiên nắp hay bung, máy xài ok"
width: 60%;,"Máy Sài tốt
Cảm ơn shop
Cảm ơn tiki"
width: 60%;,Mình làm 2 mẻ k thành công lắm
width: 60%;,
width: 60%;,Giá cao hơn sendo và lazada chút nhỉ
width: 60%;,Chưa nấu chưa biết
width: 60%;,"- thứ nhất: sp ko giống như hình;
- thứ hai: không có khay nhựa chứa hơi nước mặc dù trong hướng dẫn sử dụng có ghi!
- thứ ba cái van đóng mở áp suất j đó ko thấy sự khác biệt khi đóng hoặc mở??????"
width: 60%;,"Đặt 11:00 hôm qua 17/9/2019, 10:00 hôm nay 18/9 đã nhận được. Tiki giao hàng rất nhanh. Nhưng tiki rao bán nồi áp suất điện Comet CM-6151, khi giao lại là CM-6151N..."
width: 60%;,
width: 60%;,"Hàng giao nhanh, đã dùng thử 1 lần thấy ổn. Không biết độ bền thế nào."
width: 60%;,Cũng tạm được không so với giá tiền không sang trọng lắm.
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,"Bạn nào mua rồi chụp dùm mình xem mâm nhiệt lớn hay nhỏ được kg ạ?vì mình đang sử dụng 1 cái,mâm nhiệt to hết đáy nồi,còn đi xem ở siêu thị thì mâm nhiệt chỉ 2/3 đáy nồi."
width: 60%;,Là máy mới mà mở ra thấy tem với máy hơi bẩn và cũ.
width: 60%;,"Đóng gói cẩn thận. Tuy nhiên bao bì hơi cũ, không biết phải máy mới không"
width: 60%;,giao quá chậm. giống bị ngâm hàng vậy
width: 60%;,"Mình mua đợt sale còn 329k dc tặng bình nước inox giảm thêm 100k khi tt bằng zalo pay.
Quà tặng bình nước rất đẹp dầy dặn nhựa làm rất kỹ
Ấm siêu tốc thì mỏng manh cả phần nhựa và lõi inox đều mỏng. Tem mác không sắc nét, nếu so với giá tiền 329k chưa thấy xứng đáng lắm
Mình không thấy hài lòng về sp ấm siêu tốc"
width: 60%;,"Mình mới dùng sản phẩm này được 1 tháng mà đã xuất hiện tình trạng gỉ sét ở gần miệng bình rồi, dùng miếng cước chùi xoong chùi nhưng cũng không hết, trong khi ở thông tin sản phẩm ghi chất liệu ruột là ""thép không gỉ""! Mình đã gửi phản hồi đến Tiki, chờ họ giải đáp. 

Về bình, lúc nhận được có hơi thất vọng, vì trông bình khá mong manh, logo Lock&Lock in cũng mờ mờ. Nhưng dùng ok, chưa xảy ra vấn đề gì, trừ tình trạng gỉ sét kể trên."
width: 60%;,Nhìn bề ngoài thì đẹp. Nhưng nhìn kỹ thì chất lượng nhựa ko đẹp. Cơ chế nắp gài hơi nguy hiểm khi mở nắp có nước sôi bên trong. Cảm giác nhựa hơi rẻ tiền. Chưa biết độ bên nhưng hi vọng dùng dc lâu.
width: 60%;,"Giao hàng thì nhanh, 2h sáng đặt 9h sáng đã có hàng rồi. Nhưng mở ra thì thiếu cái đế điện. Gọi phản hồi yêu cầu giao nốt phụ kiện thì vâng dạ rồi đến nay đã 1 tuần vẫn mất hút không có đế điện. Nên gia đình vẫn đang đun nước bằng xoong. Gọi lần 2 bên tổng đài bảo sẽ báo giao gấp nhưng 2 hôm rồi vẫn không thấy động tĩnh gì. Cảm thấy bực mình hết sức!"
width: 60%;,"mình nghỉ cái quạt giống màu trong hình ,nhưng giao cái màu không thể xấu hơn.Còn chát lượng chưa đánh giá được nhưng thấy mỏng manh quá"
width: 60%;,"Mình có mua 3 cái, sử dụng dc hai, cái thứ 3 thì ko có tín hiệu và ko chạy. Ming tiki hổ trợ xử lí"
width: 60%;,"Mình nấu được 2 lần, sau đó nhìn lại vào lõi của bình thấy xuất hiện 3 nốt tròn gỉ sét.
Mình nghĩ hàng của Lock&Lock thì phải chuẩn, nhưng lần này thấy khá thất vọng.

Ấm nấu nước cho việc sinh hoạt hằng ngày,nên chất lượng như vậy mình rất lo lắng.
Không biết Tiki có hỗ trợ gì ko?"
width: 60%;,Trong phiếu hướng dẫn sử dụng ghi nhấn nắp gài để mở nắp nhưng thực tế phải dùng kực kéo. Thế này thì sẽ rất nhanh hư nắp. Có phải đây là lý do khuyến mãi nhiều vậy ko? Công suất điện cao hơn ấm trước đây mình sử dụng nhưng đun lâu sôi hơn.
width: 60%;,Phần mở nắp rất rít. Lúc đầu mình không để ý loại này không có nút bật nắp mà phải giật 1 cái khá mạnh. Không biết có phải của mình bị lỗi không???
width: 60%;,"Không được chọn màu
Nhận hàng màu xám mặc dù đã ghi rõ không nhận xám"
width: 60%;,"Xuất xứ ý, sao lại là made in China? Xuất xứ ý, sao lại là made in China? Xuất xứ ý, sao lại là made in China?"
width: 60%;,"sản phẩm có dấu bị va quẹt, không hài lòng lắm"
width: 60%;,"Hình thức đơn giản, nhẹ nhàng, nước nhanh sôi, tiếng êm, bên ngoài vỏ nhựa ko bị nóng, inox hơi mỏng, Còn độ bền chưa biết vì mới đun nước có 6 lần. giao hàng Ok. thích mua ở Tiki hơn vì cho xem hàng."
width: 60%;,"Bình này không có nút để mở nắp, phải lấy tay cậy lên nên không tiện. Khi đặt bình lên đế cũng ko được chắc chắn lắm. Cùng giá tiền đó có thể mua được những bình L&L dòng . khác tốt hơn."
width: 60%;,Lần thứ n mua hàng bên tiki. Thấy trên hình có tặng kèm bình inox mà giao hàng đến thì không có. Nếu hết chương trình thì cũng phải gỡ thông tin cho khách hàng biết ?????
width: 60%;,Đã nhận sản phẩm từ Tiki nhưng chưa sử dụng
width: 60%;,Mh moi nhan duoc hang hom nay. Mh da dun nuoc thu 1 lan  va de kho binh thi da co nhung vet nhu vay la sao vay ah.
width: 60%;,"Ấm mỏng manh, không có nút bật nắp, kéo nắp ra rất khó và dễ chảy nước đọng gây bỏng tay, so mới thương hiệu này thì thấy thiết kế k tốt chút nào"
width: 60%;,
width: 60%;,"4* cho chất lượng.
3* cho giá (với tầm giá này thì chất lượng sản phẩm chưa thật sự tốt, sử dụng ổn, tiếng kêu hơi ồn)"
width: 60%;,"Không biết có phải hàng thật của Lock&Lock không, nhưng sản phẩm màu trắng không được đẹp như hình"
width: 60%;,
width: 60%;,Mua đúng dịp flash sale nên giá còn 329k. Với giá đó thì ok. Nếu hơn 600 thì hàng philips tốt hơn
width: 60%;,"Lock& lock thường thấy khá lắm, nhưng sao bình này nhìn hơi kém chất lượng."
width: 60%;,"Lúc đầu dùng tốt,1 thời gian hình như đốt nóng hôi mùi nhựa,không hiểu lý do"
width: 60%;,"San phẩm nhu hình ảnh nv than thiện, đang trong thời gian thử sử dụng"
width: 60%;,"Bình ko có nút ấn mở nắp, mở tay thấy bất tiện"
width: 60%;,Dùng quạt thì ok. Mỗi tội không có hướng dẫn cụ thể kết nối bluetooth.
width: 60%;,mình không mở được nắp. Tiki vui lòng hỗ trợ
width: 60%;,Nhận hàng vào ngày 14/11/2018 sao không có quà tặng kèm vậy tiki
width: 60%;,Chưa dùng chưa biết tin nhưng bii mất cái nắp đựng nước bên sườn thất vọng mong tiki gửi lại cho tôi
width: 60%;,
width: 60%;,Sản phẩm không giống như mô tả. Dây ghi Made In Viet Nam mà trên Tiki shop lại mô tả là dây nhập khẩu từ Hàn Quốc và đăng ảnh ghi Made In Korea !?
width: 60%;,Mình đã nhận sp thấy hình thức mẫu mã ok còn về chất lượng cần phải sd mới có thể đánh giá
width: 60%;,
width: 60%;,"mình mới nhận máy. thử xay sinh tố cho con liền. Chỉ xay dc đá nhỏ, mịn. khi xay máy kêu rất lớn, chất liệu nhựa mỏng te. không hài lòng lắm."
width: 60%;,"Hàng bằng nhựa ko phải thuỷ tinh, xài cũng đúng giá 200 k, hết tuổi thọ mua cái mới"
width: 60%;,Thiếu nắp đậy của bình lớn tiki đã tiếp nhận và đổi lại. Sao không giao thêm cái nắp cho tiện
width: 60%;,"Giao hàng nhanh, gói hàng cẩn thận, hàng như ảnh , giao đúng màu đẹp,"
width: 60%;,Hàng tạm được. Nhìn vẫn còn ko đảm bảo về chất lượng
width: 60%;,Sản phẩm mới dung l đầu đã bị mẻ bánh rang. Xay rau má thôi mà đã tệ rồi
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,bnnnnnnnnjjkejejejjdjdjejdjrjekekemnbwbwbejwhebeheheev
width: 60%;,"Bình có thiết kế đẹp và sang trọng. Dung tích lớn thích hợp để đun nước tắm. Tuy nhiên ko thích hợp để đun nước uống vì nước sau khi đun có mùi nhựa rất nồng nặc. Đã thử nhiều cách như đun bỏ nhiều lần, đun với chanh, đun với giấm... nhưng mùi nhựa vẫn còn đó. Dù sao với mức giá 500k thì cũng chấp nhận được. Chỉ là nếu muốn đun nước sôi để uống cà phê hay ăn mì thì nên chọn bình inox 304 toàn bộ ruột bình. Hoặc là chọn bình nhựa cao cấp hơn chút chứ nhựa này made in china nên nghe mùi rõ quá."
width: 60%;,"Mới mua về chưa sữ dụng nhưng trầy sướt rất nhiều, mua hàng rất nhiều trên TiKi, lần này thấy chưa vừa ý chút nào. Không phải TiKi, không phải nhà sx, nồi nhìn thấy củ, ngay dấu băng keo còn mới, xung quanh bị trầy, thùng thì nhăn nheo củ kĩ, đi qua đi lại nhìn thấy buồn, xem TiKi có giúp mình được không."
width: 60%;,
width: 60%;,"Mình nhận hàng sáng nay, sao Tiki ko có gửi Phiếu bảo hành cho mình nhỉ? Vậy có vấn đề j mình liên hệ ở đâu?"
width: 60%;,mình đã nhận được may sinh sinh tố. điểm cộng đầu tiên là phí ship từ hà nội vào long an quá rẻ. 2 đóng gói rất kỉ . 3 mình chưa sử dụng sẽ sử dụng khi về nha. với giá rẻ và máy nhìn cũng đẹp như vậy là quá ok rồi . cám ơn shop
width: 60%;,"Sản phẩm y như hình, không bền cho lắm, khi sử dụng nhớ cẩn thận nhẹ tay, máy khó xay"
width: 60%;,"Chỉ dùng được caia đồ nhẹ dễ xay, lưỡi dao không bén, phì hợp giá tiền"
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,
width: 60%;,cái này đặt hàng mấy ngày ms nhận được hả shop sài nó có bền ko shop
width: 60%;,Mh đã nhận đc hàng và hài lòng về sản phẩm nhưng quá trình vận chuyển đã làm vỡ nắp đậy. Vì mua lm quà cho gia đình nên rất mong Tiki hỗ trợ đổi sản phẩm mới và cẩn thận hơn
width: 60%;,"Về máy thì mình thấy ổn, khi dùng ko ồn lắm, rất tốt.
Về phần tiki, đây là lần mua hàng rất ko ưng ý của mình. Mình đặt tikinow vì cần máy gấp, tiki giao hàng mà ko ktra kỹ trc khi giao hàng cho khách. Mình nhận hàng mà chỉ có máy ko có que đánh kèm theo. Phản ảnh tiki thì gặp 2 bạn hướng dẫn 2 kiểu. Đến giờ vẫn chưa xử lý xong lỗi của đơn hàng mình đặt qua tikinow.
Vì cần gấp mình đặt đơn khác. Nhận máy đầy đủ phụ kiện nhưng thân máy lại bị lỗi như ảnh. Cái này mình chấp nhận vì ko muốn lằng nhằng nhiều. 
tiki trách nhiệm hơn nữa trong việc xử lý nhanh chóng đơn hàng bị lỗi và đặc biệt cần ktra hàng kỹ hơn khi giao tới cho khách."
width: 60%;,"Cối xay tinh nghiền có tạp chất không vệ sinh được, các cối bụi bẩn. Ko thực sự ưng lắm. Đóng gói và giao hàng ok"
width: 60%;,"chưa dùng nên cũng chưa bt sp ntn, nhưng qua kiểm tra thì thấy bị rỉ nước, nắp bị móp méo, và máy chạy hơi ồn..."
width: 60%;,"Lên đọc mới thấy mình bị thiếu cục sạc , hôm qua mới coi để xay , nay mới lên coi lại thiếu cục sạc mong shop gửi sớm cho mình dùng"
width: 60%;,"Đã nhận hàng nhưng thiếu pin sạc. Lưỡi dao nằm ở phần máy, có điện, khi vệ sinh dễ bị nước vào."
width: 60%;,"dùng cho loại trái cây mềm thì dc, còn trái cây cứng như ổi thì bó tay, xay ko nhuyễn"
width: 60%;,"chưa xài nên chưa biết
mua rồi bỏ đó chưa xài"
width: 60%;,"Chất lượng máy rất tốt máy đánh khoẻ tuy nhiên cách đóng gói của tiki vô cùng sơ sài
Em không hiểu một cái máy từ HN ship về Quảng Ninh chỉ có hai lớp mang bọc thực phẩm gói xung quanh thì làm sao đủ để chống sốc?
Mong tiki xem lại hình thứ gói hàng của mình"
width: 60%;,"Mua hàng Tiki bao nhiêu năm toàn đặt hôm trước thì hôm sau hoặc cách ngày nhận được. Lần này đặt hàng 22/7 mà đúng 1 tuần mới nhận được dù mình ở q.1. Về chất lượng máy thì ok, chắc do lần đầu thao tác nên bị văng bột khắp nơi, mng có thể dùng 1 tấm khăn sạch để phủ lên bề mặt cho đỡ bị văng."
width: 60%;,Mình mới nhận dc hàng chưa biết xài tốt hay không . Giao hàng nhanh nhưng đề nghị mai mốt Tiki ktra hàng kĩ trước khi ship nhé . Mới mua mà bị trầy hay rạn 1 ít rồi !
width: 60%;,mình mua máy đánh trứng này nhưng không thấy phiếu bảo hành vậy nếu có vấn đề j mình cần liên hệ với ai được vậy. Không có phiếu bảo hành sao mình tin dc xài có bền hay không hay chỉ lm 1 lần rồi hư vậy ạ
width: 60%;,mình sử dụng của bluestone so với mây này thì máy này ồn và có tiếng rít nhiều hơn. tốc độ đánh hơi chậm dù 450w. que đánh trứng khá nhỏ. không có phiếu bảo hành
width: 60%;,"cái tôi mua không thể gạt sang vị trí cuối, cứ gạt sang bỏ tay ra lại nhảy về vị trí trước đó. Đề nghị đổi cái khác tiki và shop nhé!"
width: 60%;,"Máy đánh ổn, hơi ồn xíu, giao hàng nhanh"
width: 60%;,
width: 60%;,Ổn.
width: 60%;,sao máy ko có giáy bảo hành v ??
width: 60%;,khá ồn.
width: 60%;,
width: 60%;,
width: 60%;,"Chăm sóc khách hàng của Tiki ơi.
Đèn báo thay bộ lọc HEPA của máy lọc không khí không hoạt động.

Mình đã làm như hướng dẫn trên sách và nhà cung cấp hướng dẫn.

Nhấn nút OFF TIMER trong vòng 3 giây đèn sẽ hoạt động.

Vậy mà không thấy đâu cả.

Tiki hỗ trợ giúp nhé. Mới nhận máy tức thì.Haizzz"
width: 60%;,
width: 60%;,"Tiki bọc hàng cẩn thận, máy đẹp và chất lượng tốt, mới sử dụng thấy ổn, tiếp tục theo dõi về lâu dài. Tuy nhiên lần này tiki giao hàng rất chậm, đặt hàng mà gần 2 tuần mới nhận được."
width: 60%;,Giao hàng nhanh . Đóng gói cẩn thận. Nhưng chế độ ion không hoạt động. Nên hơi hụt hẫng thất vọng
width: 60%;,E moi nhan may luc chieu ma sao e lam theo huong dan nhung den bao thay bo loc k sang a. Nho bo phan cham soc Tiki tl giup e a
width: 60%;,"Ưu điểm: 
- Nồi mẫu mã rất đẹp, cảm ứng nhạy, lúc điều chỉnh chế độ nấu hoặc nấu xong nồi có âm báo hiệu nghe rất vui tai. :)))
- Lòng nồi dày dặn chắc chắn, cầm khá đầm tay, ko biết nấu cơm cháy có được như quảng cáo không thì mình chưa thử. 
Nhược điểm:
- Cảm ứng nhạy quá thành ra có lúc đang nấu lỡ tay quệt phải nút khác thì phải set lại chế độ và nấu lại từ đầu, đáng nhẽ nên có lập trình khoá chức năng đang thực hiện để tránh tình trạng như vậy. 😭😭
- Không biết sao mà mình thấy lòng nồi hơi dính, dính hơn nồi điện tử toshiba nhà mình dùng 6 năm nay rồi. Nồi cũ khi mình xốc cơm ko bị bết cơm vào thành nồi, lúc rửa cũng chỉ cần xả nước là sạch bong, nồi này mình mới nấu lần đầu đã phải dùng sức cọ bằng giẻ mềm cho hết cái cơm dính trước khi nấu lượt mới ạ 😔"
width: 60%;,"Nồi IH nhưng nấu cũng ko ngon hơn các loại nồi bình thường khác. Nắp bị đọng nước xả ko hết nên khi mở nắp luôn bị đổ nước vô cơm là ướt 1 góc, phải để hâm nóng 1 lúc mới hết ướt. 
Mẫu mã đẹp"
width: 60%;,"Mình mới nhận hàng mở ra xem và bấm nút mở nắp nồi rất nặng tay, bật rất mạnh, ko êm ái nhẹ nhàng. Cho mình xin gửi hàng lại nhé tiki. Mình chưa xài nên trừ đi 1 sao nắp bật và 1sao chưa xài"
width: 60%;,"Vỏ nồi khi đun xong khá nóng, cơm ngon còn những món khác chưa thử"
width: 60%;,Khui hàng ra kiểm tra không thấy muỗng. Đề nghị tiki kiểm tra lại !
width: 60%;,Giao hàng nhanh. Nồi cơm sử dụng tốt so với giá tiền
width: 60%;,Máy dùng ổn nhưng hơi tiếc vì không có đèn cảm biến hiển thị chất lượng không khí.
width: 60%;,"Khay đựng hơi nước thoát hoạt động không hiệu quả.
Nấu xong không ăn liền mà chuyển qua chế độ hâm sẽ bị hơi nước rớt xuống làm ướt cơm .
Hơi thất vọng"
width: 60%;,"Đã nhận hàng, chưa sử dụng nhưng sp ko phải của hãng xiaomi. Tiki bán như thế là ko chính hãng . Ko thể để tên sp là xiaomi như đang để đx"
width: 60%;,có bị lỗi đọng nước không các bạn. nếu đọng nước nhỏ xuống cơm sẽ bị nhão và nhanh hư. đây là lỗi thông dụng của những nồi rẻ tiền
width: 60%;,máy lọc hơi ồn. dùng được. kiểu dáng tạm ổn. hơi ọp ẹp
width: 60%;,Rờ vô thành nồi có cảm giác tích điện. Như vậy có bị lỗi không shop.
width: 60%;,"tạm tạm, lọc bụi mịn lơ lửng trong không khí thôi."
width: 60%;,"Giao hàng nhanh, nấu cơm không ngon lắm"
width: 60%;,hút ko sạch lắm. Hàng xài tạm được
width: 60%;,
width: 60%;,"Sản phẩm đẹp nhưng khó dùng.  Muốn hàn miệng túi mà phải kẹp khá lâu, nhanh quá thì không dính, nếu lâu quá thì chảy rách miệng túi. Mình cần hàn miệng 1 túi đồ nhỏ mất hơn 1p, hơi thất vọng."
width: 60%;,"Sản phẩm dùng được. Nhưng kéo bị đứt,  không tiện lắm"
width: 60%;,
width: 60%;,
width: 60%;,mình chọn mẫu heo nháy mắt mà sao shop lại giao mẫu heo không nháy mắt vậy?
width: 60%;,Cho t hỏi nếu muốn bảo hành thì sẽ gửi máy về hãng hay tnao ah?
width: 60%;,"dây sạc bị hư....
thật sự tôi ko hàu lòng tú nào cả😒"
width: 60%;,
width: 60%;,
width: 60%;,"MĐT này dùng rất tốt tốc độ đánh rất mạnh, rất bền và đẹp. Nhưng về vấn đề đóng gói, SP không được cho vào một cái hộp để đựng mà lại chỉ bọc 1 lớp bên ngoài bằng nilon nên khi nhận hàng móp méo rất nhiều."
width: 60%;,nhà mình mua máy hình như trên nhưng khi nhận Hàng thì máy lại màu khác. Mọi người nên kiểm tra kỹ hành trước khi lấu nhé!
width: 60%;,máy chạy êm . không bị mùi nhựa. nhưng 1 cây phới lồng bị bung mối hàn. mình không biết tiki xử lý ntn ạ
width: 60%;,
width: 60%;,Chức năng nước nóng ko hoạt động và luôn báo cạn nước
width: 60%;,"Máy chạy êm, ko ồn, nhưng hơi nặng cầm lâu mỏi tay, chạy lâu ko thấy nóng máy"
width: 60%;,"Đã đặt câu hỏi về cách sử dụng mà k thấy trả lời, các nút bên hông k ghi tiếng Anh, k biết chức năng là gì!"
